,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,antecedent_len
2,"frozenset({'TF 141222 FISIKA REKAYASA II KELAS BU AULIA', 'TF 141231 MATEMATIKA REKAYASA I'})",frozenset({'TF 141241 MATEMATIKA REKAYASA II KELAS BU AULIA'}),0.010327022375215147,0.1566265060240964,0.010327022375215147,1.0,6.384615384615384,0.008709536942952534,inf,2
3,"frozenset({'TF 141232 STATISTIK DAN STOKASTIK', 'TF 141241 MATEMATIKA REKAYASA II KELAS BU AULIA'})",frozenset({'TF 141231 MATEMATIKA REKAYASA I'}),0.03614457831325301,0.11703958691910499,0.03442340791738382,0.9523809523809523,8.137254901960784,0.030193061402235447,18.542168674698775,2
